doi,capture.READER_COUNT,citation.Scopus,citation.CrossRef,citation.Academic Citation Index (ACI) - airiti,citation.PubMed,citation.Policy Citation,citation.Patent Families,mention.NEWS_COUNT,mention.FACEBOOK_COUNT,mention.REFERENCE_COUNT,citation.SSRN,mention.ABSTRACT_VIEWS,mention.DOWNLOAD_COUNT,mention.ALL_BLOG_COUNT,citation.PubMed Guidelines,mention.FULL_TEXT_VIEWS,citation.SciELO,capture.EXPORTS_SAVES,citation.CSCD
10.2135/cropsci2005.08-0269,10.0,55.0,49.0,,,,,,,,,,,,,,,,
10.1158/1078-0432.ccr-05-2068,27.0,38.0,33.0,,23.0,,,,,,,,,,,,,,
10.2134/agronj2006.0220le,15.0,,,,,,,,,,,,,,,,,,
10.1080/10668920500248886,53.0,42.0,31.0,,,,,1.0,,,,,,,,,,,
10.1128/jcm.00120-06,282.0,318.0,272.0,,107.0,,,,21.0,1.0,,,,,,,,,
10.1061/(asce)0733-9496(2006)132:5(330),8.0,5.0,5.0,,,,,,,,,,,,,,,,
10.1063/1.2395681,32.0,39.0,29.0,,,,,,,,,,,,,,,,
10.1002/j.0022-0337.2006.70.4.tb04091.x,181.0,,136.0,,,,,,,,,,,,,,,,
10.1145/1141753.1141813,8.0,7.0,5.0,,,,,,,,,,,,,,,,
10.1534/genetics.106.061432,385.0,256.0,250.0,,149.0,2.0,,,,,,,,1.0,,,,,
10.4028/www.scientific.net/ssp.118.609,5.0,,1.0,,,,,,,,,,,,,,,,
10.1111/j.1745-3933.2006.00138.x,12.0,16.0,14.0,,,,,,,,,,,,,,,,
10.1029/2006gb002731,49.0,59.0,43.0,,,,,,,,,,,,,,,,
10.1116/1.2200384,7.0,3.0,2.0,,,,,,,,,,,,,,,,
10.1177/0363546505284848,155.0,118.0,106.0,1.0,21.0,,,,,,,,,,,,,,
10.1177/1523422305283068,29.0,21.0,10.0,,,1.0,,,,,,,,,,,,,
10.1096/fasebj.20.5.lb80-c,,,,,,,,,,,,,,,,,,,
10.1021/ja0673938,21.0,25.0,24.0,,1.0,,,,,,,,,,,,,,
10.1177/229255030601400407,10.0,,6.0,,4.0,,,,,,,,,,,,,,
10.1518/001872006776412162,48.0,27.0,20.0,,4.0,,,,,,,,,,,,,,
10.1116/1.2218867,12.0,8.0,8.0,,,,,,,,,,,,,,,,
10.1158/1078-0432.ccr-06-0758,48.0,82.0,71.0,,34.0,,,,,,,,,,,,,,
10.1089/zeb.2006.3.23,17.0,11.0,11.0,,5.0,,,,,,,,,,,,,,
10.1158/0008-5472.can-06-1019,17.0,50.0,37.0,,22.0,,,,,,,,,,,,,,
10.2337/dc05-2465,164.0,471.0,372.0,,139.0,20.0,,1.0,2.0,,,,,,18.0,,,,
10.1080/09540120500275726,97.0,29.0,21.0,,8.0,1.0,,,,,,,,,,,,,
10.1177/0960327106071977,44.0,43.0,32.0,,10.0,,,,,,,,,,,,,,
10.1029/2006je002743,48.0,136.0,125.0,,,,,,,,,,,,,,,,
10.1002/j.0022-0337.2006.70.5.tb04103.x,37.0,,30.0,,,,,,,1.0,,,,,,,,,
10.1126/science.1135875,359.0,243.0,239.0,,81.0,,,,,2.0,,,,1.0,,,,,
10.1021/la062441n,27.0,39.0,37.0,,2.0,,,,,,,,,,,,,,
10.1063/1.2159077,20.0,8.0,7.0,,,,,,,,,,,,,,,,
10.1063/1.2365388,13.0,9.0,8.0,,,,,,,,,,,,,,,,
10.2514/6.2006-878,20.0,14.0,10.0,,,,,,,,,,,,,,,,
10.1518/001872006779166316,84.0,91.0,61.0,,2.0,,,,,,,,,,,,,,
10.1190/1.2217367,23.0,66.0,37.0,,,,2.0,,29.0,,,,,,,,,,
10.1080/19325037.2006.10598897,44.0,8.0,8.0,,,,,,,,,,,,,,,,
10.1016/s0022-5347(05)00893-1,25.0,20.0,26.0,,4.0,,,,,,,,,,,,,,
10.1016/s0022-5347(06)00186-8,2.0,,,,,,,,,,,,,,,,,,
10.1044/1092-4388(2006/061),64.0,23.0,20.0,,10.0,,,,,,,,,,,,,,
10.1016/s0022-5347(06)00187-x,,,,,,,,,,,,,,,,,,,
10.3102/00346543076001093,1007.0,670.0,442.0,1.0,,6.0,,,,,,,,,,,,,
10.1063/1.2420767,13.0,14.0,15.0,,,,,,,,,,,,,,,,
10.1021/bk-2006-0921.ch022,8.0,,4.0,,,,,,,,,,,,,,,,
10.1116/1.2181574,18.0,4.0,3.0,,,,,,,,,,,,,,,,
10.1089/jwh.2006.15.774,44.0,24.0,11.0,,16.0,,,,,,,,,,,,,,
10.2118/105979-ms,1.0,10.0,5.0,,,,,,,,,,,,,,,,
10.1128/aac.00538-06,19.0,37.0,32.0,,13.0,,,,,,,,,,,,,,
10.1061/40802(189)31,7.0,3.0,1.0,,,,,,700.0,,,,,,,,,,
10.1210/me.2005-0426,28.0,39.0,37.0,,30.0,,,,,1.0,,,,,,,,,
10.1021/bc050344k,52.0,42.0,34.0,,12.0,,1.0,,,,,,,,,,,,
10.1021/es061321z,63.0,162.0,134.0,,25.0,24.0,,,,,,,,,,,,,
10.1061/40802(189)182,1.0,,,,,,,,,,,,,,,,,,
10.1369/jhc.6a7008.2006,35.0,50.0,41.0,,25.0,,,,,,,,,,,,,,
10.1063/1.2234551,11.0,5.0,3.0,,,,,,,,,,,,,,,,
10.1021/es052155i,53.0,150.0,123.0,,17.0,12.0,,,,,,,,,,,,,
10.1063/1.2166597,34.0,57.0,77.0,,,,,,,,,,,,,,,,
10.1089/dna.2006.25.232,18.0,13.0,6.0,,8.0,,,,,,,,,,,,,,
10.1016/j.juro.2006.06.008,5.0,12.0,11.0,,1.0,,,,,,,,,,,,,,
10.2337/diabetes.55.03.06.db05-0677,77.0,128.0,100.0,1.0,46.0,,,,,,,,,,,,,,
10.1116/1.2366614,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10.1164/ajrccm.173.4.465,5.0,5.0,7.0,,1.0,,,,,,,,,,,,,,
10.1063/1.2193037,16.0,95.0,67.0,,,,,,,,,,,,,,,,
10.1145/1138403.1138434,3.0,,3.0,,,,,,,,,,,,,,,,
10.1061/(asce)0899-1561(2006)18:6(747),24.0,8.0,5.0,,,,,,,,,12.0,,,,,,,
10.1115/1.2389036,21.0,11.0,6.0,,,,,,,,,,,,,,,,
10.1016/s0022-5347(06)00181-9,,,,,,,,,,,,,,,,,,,
10.1021/pr050335l,14.0,14.0,13.0,,,,,,,,,,,,,,,,
10.2514/1.17498,66.0,299.0,199.0,,,,,,,,,,,,,,,,
10.1158/1055-9965.epi-06-0221,40.0,24.0,22.0,,13.0,1.0,,,,,,,,,2.0,,,,
10.1063/1.2363141,9.0,4.0,3.0,,,,,,,,,,,,,,,,
10.2337/db05-1554,31.0,56.0,50.0,,37.0,,,,,,,,,,,,,,
10.2514/1.17899,,7.0,3.0,,,,,,,,,,,,,,,,
10.1177/154431670603000305,6.0,,1.0,,,,,,,,,,,,,,,,
10.2337/diabetes.55.04.06.db05-0355,26.0,74.0,58.0,,39.0,,,,1.0,,,,,,,,,,
10.1016/s0022-5347(06)00510-6,22.0,97.0,77.0,,15.0,2.0,,,,,,,,,,,,,
10.2514/1.19201,11.0,27.0,8.0,,,,,,,,,,,,,,,,
10.1061/40802(189)30,4.0,1.0,1.0,,,,,,,,,,,,,,,,
10.1044/1092-4388(2006/074),163.0,127.0,77.0,2.0,17.0,,,,1.0,,,130.0,,,,,,,
10.1128/aac.50.4.1552-1554.2006,31.0,47.0,42.0,,14.0,,,,,,,,,,1.0,,,,
10.1142/s0129626406002435,4.0,1.0,1.0,,,,,,,,,,,,,,,,
10.1158/0008-5472.can-05-2748,70.0,69.0,57.0,,36.0,,1.0,,,,,,,,,,,,
10.1142/9789812773081_0045,,,,,,,,,,,,,,,,,,,
10.1145/1138403.1138435,8.0,,5.0,,,,,,,,,,,,,,,,
10.1634/stemcells.2005-0492,11.0,16.0,16.0,,6.0,,,,,,,,,,,,,,
10.1369/jhc.5a6759.2006,38.0,46.0,35.0,,18.0,,,,,,,,,,,,,,
10.1128/iai.74.1.213-224.2006,26.0,43.0,40.0,,23.0,,,,,,,,,,,,,,
10.1145/1143997.1144202,101.0,79.0,54.0,,,,,,,,,,,,,,,,
10.1063/1.2170101,3.0,2.0,,,,,,,,,,,,,,,,,
10.1142/s0129156406003953,3.0,11.0,9.0,,,,,,,,,,,,,,,,
10.2514/1.19284,14.0,3.0,3.0,,,,,,,,,,,,,,,,
10.2514/1.9910,15.0,28.0,14.0,,,,,,,,,,,,,,,,
10.1021/jp062766c,26.0,24.0,23.0,,,,,,,,,,,,,,,,
10.1021/jp063740o,65.0,159.0,142.0,,5.0,,,,,,,,,,,,,,
10.1063/1.2402913,35.0,49.0,44.0,,,,,,,,,,,,,,,,
10.1089/end.2006.20.627,11.0,33.0,26.0,,9.0,,,,,,,,,,,,,,
10.1021/jp060234q,63.0,59.0,43.0,,5.0,,,,,,,,,,,,,,
10.2514/6.2006-3433,1.0,4.0,2.0,,,,,,,,,,,,,,,,
10.1016/s0022-5347(06)00343-0,21.0,38.0,34.0,,15.0,2.0,,,,,,,,,1.0,,,,
10.1029/2005gl025561,131.0,139.0,133.0,,,1.0,,,,1.0,,,,1.0,,,,,
10.1029/2006gl026369,97.0,131.0,105.0,,,5.0,,,,,,,,,,,,,
10.1063/1.2159560,15.0,19.0,18.0,,,,,,,,,,,,,,,,
10.37549/ar1412,,,,,,,,,,,,,,,,,,,
10.1116/1.2363409,20.0,32.0,31.0,,,,,,,,,,,,,,,,
10.1534/genetics.106.056473,229.0,216.0,190.0,,107.0,2.0,,,,1.0,,,,,,,,,
10.1542/peds.2005-2204,68.0,131.0,100.0,,29.0,,,,,,,,,,,,,,
10.2514/1.19710,14.0,17.0,9.0,,,,,,,,,,,,,,,,
10.2514/1.16794,44.0,112.0,57.0,,,,,,,,,,,,,,,,
10.1016/j.juro.2006.06.042,29.0,37.0,26.0,,13.0,,,,,,,,,,,,,,
10.1116/1.2192527,3.0,5.0,7.0,,,,,,,,,,,,,,,,
10.1021/bc0601424,49.0,36.0,28.0,,7.0,,,,,,,,,,,,,,
10.7326/0003-4819-144-7-200604040-00011,141.0,321.0,194.0,,122.0,1.0,,,,,,,,,1.0,,,,
10.1158/1535-7163.mct-05-0276,14.0,10.0,9.0,,8.0,,,,,,,,,,,,,,
10.1121/1.4787056,5.0,,,,,,,,,,,,,,,,,,
10.1189/jlb.0506356,130.0,178.0,166.0,,121.0,,,1.0,,,,,,,,,,,
10.1063/1.2352748,43.0,67.0,57.0,,13.0,,,,,,,,,,,,,,
10.1177/0891988706286505,47.0,58.0,38.0,,22.0,,,,,,,,,,,,,,
10.1128/iai.01119-06,15.0,50.0,44.0,,33.0,,,,,,,,,,,,,,
10.1063/1.2183306,13.0,8.0,8.0,,,,,,,,,,,,,,,,
10.1128/jb.188.9.3257-3263.2006,39.0,21.0,21.0,,11.0,,,,,,,,,,,,,,
10.1063/1.2358950,4.0,3.0,2.0,,,,,,,,,,,,,,,,
10.1063/1.2244480,19.0,41.0,35.0,,,,,,,,,,,,,,,,
10.1021/jm0601755,43.0,102.0,84.0,,13.0,,1.0,,,,,,,,,,,,
10.1021/ja063784a,52.0,110.0,109.0,,11.0,,,,,,,,,,,,,,
10.1021/bi0525268,14.0,7.0,5.0,,3.0,,,,,,,,,,,,,,
10.1021/cm0520564,28.0,71.0,70.0,,,,,,,,,,,,,,,,
10.1177/154193120605001739,1.0,2.0,1.0,,,,,,,,,,,,,,,,
10.1177/154193120605002224,12.0,,3.0,,,,,,,,,,,,,,,,
10.1177/154193120605001740,1.0,,,,,,,,,,,,,,,,,,
10.1021/ef0600208,120.0,155.0,118.0,,,,,,,,,,,,,,,,
10.1016/s0022-5347(05)00423-4,87.0,180.0,145.0,,50.0,2.0,,,,,,,,,1.0,,,,
10.1063/1.2197935,10.0,17.0,11.0,,,,,,,,,,,,,,,,
10.1063/1.2165182,19.0,41.0,38.0,,,,,,,,,,,,,,,,
10.1542/peds.2005-1284,198.0,120.0,110.0,,33.0,,,75.0,,,,,,,,,,,
10.2514/1.14949,14.0,18.0,10.0,,,,,,,,,,,,,,,,
10.2514/1.19468,13.0,28.0,12.0,,,,,,478.0,,,,,,,,,,
10.2514/1.18422,11.0,35.0,8.0,,,,,,,,,,,,,,,,
10.1093/auk/123.1.171,12.0,,5.0,,,10.0,,,,,,,,,,,,,
10.1177/154193120605002505,9.0,1.0,,,,,,,,,,,,,,,,,
10.1126/science.1133827,335.0,184.0,172.0,,35.0,,,7.0,,4.0,,,,1.0,,,,,
10.1016/j.otohns.2005.10.045,9.0,20.0,12.0,,4.0,,1.0,,,,,,,,,,,,
10.1177/154193120605000506,8.0,,,,,,,,,,,,,,,,,,
10.1177/154193120605001766,4.0,2.0,,,,,,,,,,,,,,,,,
10.2514/1.19694,50.0,131.0,97.0,,,,,,489.0,,,,,,,,,,
10.1080/09540120500274992,36.0,16.0,10.0,,6.0,,,,,,,,,,,,,,
10.1021/jo061763t,27.0,69.0,67.0,,6.0,,,,2290.0,,,,,,,,,,
10.1063/1.2204044,33.0,47.0,42.0,,,1.0,,,,,,,,,,,,,
10.1021/jp055039a,29.0,11.0,9.0,,1.0,,,,,1.0,,,,,,,,,
10.1063/1.2382735,48.0,30.0,22.0,,,,,,,,,,,,,,,,
10.2514/1.13852,7.0,27.0,21.0,,,,,,,,,,,,,,,,
10.2514/1.20637,17.0,3.0,2.0,,,,,,,,,,,,,,,,
10.1080/10668920500519641,5.0,1.0,1.0,,,,,,,,,,,,,,,,
10.1016/s0022-5347(06)00210-2,,,,,,,,,,,,,,,,,,,
10.1063/1.2387567,6.0,7.0,7.0,,,,,,,,,,,,,,,,
10.1518/001872006779166352,65.0,22.0,18.0,,3.0,,,,,,,,,,,,,,
10.1063/1.2201856,12.0,10.0,7.0,,,,,,,,,,,,,,,,
10.1021/ja0612100,117.0,225.0,189.0,,8.0,,,,,,,,,,,,,,
10.1158/0008-5472.can-06-0326,58.0,161.0,133.0,,35.0,,,,,,,,,,,,,,
10.1177/000992280604500121,3.0,,,,,,,,,,,,,,,,,,
10.1063/1.2226991,17.0,34.0,30.0,,,,,,,,,,,,,,,,
10.2172/966614,,,1.0,,,,,,,,,,,,,,,,
10.1210/en.2005-0664,11.0,19.0,6.0,,14.0,,,,,,,,,,,,,,
10.1158/1055-9965.epi-05-0622,14.0,47.0,36.0,,16.0,,19.0,,,,,,,,,,,,
10.1063/1.2202354,19.0,16.0,15.0,,,,,,,,,,,,,,,,
10.2514/1.18344,21.0,40.0,28.0,,,,,,,,,,,,,,,,
10.1116/1.2202858,66.0,66.0,59.0,,,,,,,,,,,,,,,,
10.1080/10573560500455729,45.0,14.0,5.0,,,,,,,,,,,,,,,,
10.1080/10668920500519633,11.0,,,,,,,,,,,,,,,,,,
10.1063/1.2361170,5.0,12.0,10.0,,,,,,,,,,,,,,,,
10.1021/ic060709s,36.0,105.0,106.0,,9.0,,,,,,,,,,,,,,
10.1063/1.2170593,144.0,177.0,162.0,,,,,,,,,,,,,,,,
10.2514/1.15611,7.0,1.0,1.0,,,,,,,,,,,,,,,,
10.1021/bi060610x,53.0,69.0,71.0,,28.0,,,,,,,,,,,,,,
10.1063/1.2173265,9.0,24.0,23.0,,,,,,,,,,,,,,,,
10.1021/ma0603433,39.0,84.0,73.0,,,,,,,,,,,,,,,,
10.1063/1.2234837,12.0,84.0,77.0,,,,,,,,,,,,,,,,
10.1089/neu.2006.23.1766,19.0,31.0,29.0,,15.0,,,,,,,,,,,,,,
10.1021/ol060828b,6.0,15.0,19.0,,2.0,,,,,,,,,,,,,,
10.1063/1.2161819,65.0,124.0,102.0,,,,,,,,,,,,,,,,
10.1021/ic051518c,14.0,17.0,17.0,,1.0,,,,,,,,,,,,,,
10.1063/1.2359135,48.0,108.0,101.0,,,,,,,,,,,,,,,,
10.1021/bi0602720,41.0,38.0,31.0,,24.0,,,,,,,,,,,,,,
10.1016/s0022-5347(06)00322-3,51.0,114.0,95.0,,39.0,3.0,,,,,,,,,3.0,,,,
10.1128/jvi.80.8.4122-4134.2006,78.0,117.0,121.0,,93.0,,,,,,,,,,,,,,
10.1128/iai.74.1.410-424.2006,23.0,55.0,53.0,,33.0,,,,,,,,,,,,,,
10.1021/pr060418h,8.0,17.0,18.0,,10.0,,,,,,,,,,,,,,
10.1016/s0022-5347(06)00565-9,28.0,19.0,16.0,,7.0,,,,,,,,,,,,,,
10.1016/s0022-5347(05)00334-4,30.0,106.0,90.0,,18.0,,,,,,,,,,1.0,,,,
10.1080/17470210500151444,55.0,25.0,18.0,,5.0,,,,,,,,,,,,,,
10.1021/ic060624r,9.0,10.0,12.0,,1.0,,,,,,,,,,,,,,
10.1021/la061736y,20.0,35.0,36.0,,2.0,,,,,,,,,,,,,,
10.13182/nt06-a3791,1.0,3.0,,,,,,,,,,,,,,,,,
10.1016/j.juro.2006.03.072,12.0,37.0,25.0,,4.0,,,,,,,,,,,,,,
10.1021/nl0622909,24.0,9.0,9.0,,,,,,,,,,,,,,,,
10.1145/1146598.1146616,2.0,2.0,1.0,,,,,,,,,,,,,,,,
10.1063/1.2216023,18.0,64.0,58.0,,,,,,,,,,,,,,,,
10.1177/0361198106196700114,6.0,,2.0,,,1.0,,,,,,,,,,,,,
10.1128/iai.74.4.2063-2071.2006,27.0,53.0,45.0,,33.0,,3.0,,,,,,,,,,,,
10.1534/genetics.105.049650,24.0,43.0,31.0,,23.0,,,,,,,,,,,,,,
10.1158/0008-5472.can-06-2105,56.0,98.0,78.0,,53.0,,1.0,,,,,,,,,,,,
10.1021/ie051443k,31.0,11.0,9.0,,,,,,,,,,,,,,,,
10.1063/1.2336757,7.0,10.0,10.0,,,,,,,,,,,,,,,,
10.1089/pho.2006.24.383,10.0,,,,,,,,,,,,,,,,,,
10.1063/1.2402792,7.0,15.0,14.0,,,,,,,,,,,,,,,,
10.1016/j.otohns.2006.06.1257,17.0,28.0,23.0,,15.0,,,,,,,,,,,,,,
10.1021/jp055654e,114.0,178.0,162.0,,17.0,,,,,,,,,,,,,,
10.1158/1055-9965.epi-06-0437,13.0,29.0,26.0,,15.0,,,,,,,,,,,,,,
10.1063/1.2195008,22.0,,16.0,,,,,,,,,,,,,,,,
10.1128/iai.74.5.2667-2675.2006,41.0,51.0,37.0,,30.0,,,,,,,,,,,,,,
10.2514/6.2006-2929,6.0,2.0,1.0,,,,,,,,,,,,,,,,
10.1063/1.2191057,2.0,,,,,,,,,,,,,,,,,,
10.2337/dc05-1711,67.0,103.0,92.0,,47.0,1.0,,1.0,,,,,,,,,,,
10.1021/jp064121i,52.0,51.0,44.0,,5.0,,1.0,,,,,,,,,,,,
10.2337/db05-1200,185.0,415.0,368.0,,202.0,9.0,,,,,,,,,,,,,
10.1104/pp.105.073072,170.0,245.0,227.0,,114.0,,,,,,,,,,,,,,
10.1089/end.2006.20.278,4.0,,,,,,,,,,,,,,,,,,
10.6004/jnccn.2006.0047,18.0,4.0,2.0,,1.0,,,,,,,,,,,,,,
10.1021/ic061475f,11.0,17.0,15.0,,,,,,,,,,,,,,,,
10.1063/1.2392992,25.0,23.0,20.0,,,,,,,,,,,,,,,,
10.1063/1.2218038,10.0,16.0,15.0,,,,,,,,,,,,,,,,
10.1021/nl061180z,26.0,16.0,15.0,,4.0,,,,,,,,,,,,,,
10.1021/bi060198l,52.0,80.0,79.0,,43.0,,,,,,,,,,,,,,
10.1115/imece2006-14043,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10.1177/0145445503261167,145.0,138.0,94.0,2.0,23.0,1.0,,,,,,,,,,,,,
10.2514/6.2006-3144,7.0,,,,,,,,,,,,,,,,,,
10.1089/sur.2006.7.123,20.0,14.0,11.0,,4.0,,,,,,,,,,,,,,
10.1063/1.2335977,14.0,6.0,7.0,,,,,,,,,,,,,,,,
10.1080/14733140600857550,17.0,5.0,8.0,,,,,,,,,,,,,,,,
10.1021/la0606502,23.0,27.0,25.0,,6.0,,,,,,,,,,,,,,
10.1116/1.2197508,31.0,75.0,63.0,,,,,,,,,,,,,,,,
10.1021/om050839t,5.0,50.0,46.0,,,,,,,,,,,,,,,,
10.1063/1.2208616,5.0,11.0,8.0,,2.0,,,,,,,,,,,,,,
10.1177/0363546505286145,117.0,35.0,29.0,,8.0,,,,,,,,,,,,,,
10.2134/agronj2005.0033,23.0,42.0,35.0,,,,,,,,,,,,,,,,
10.1021/bi061279k,58.0,89.0,89.0,,60.0,,,,,,,27.0,22.0,,,,,,
10.1016/j.juro.2006.03.091,18.0,28.0,26.0,,8.0,3.0,,,,,,,,,,,,,
10.1021/cm052592w,30.0,44.0,42.0,,,,,,,,,,,,,,,,
10.1089/vim.2006.19.74,80.0,107.0,83.0,,64.0,1.0,,,,2.0,,,,,,,,,
10.1016/s0022-5347(05)00323-x,29.0,39.0,31.0,,26.0,,,,,,,,,,,,,,
10.1158/1055-9965.epi-05-0585,31.0,41.0,36.0,,17.0,,,,,,,,,,,,,,
10.1152/advan.00064.2006,119.0,84.0,54.0,,20.0,,,,,,,,,,,,,,
10.1115/imece2006-13934,3.0,,,,,,,,,,,3.0,,,,,,,
10.2514/6.2006-326,4.0,,24.0,,,,,,,,,,,,,,,,
10.1021/jp063259y,23.0,34.0,32.0,,1.0,,,,,,,,,,,,,,
10.1021/la061164h,68.0,69.0,66.0,,2.0,,,,,,,,,,,,,,
10.1189/jlb.0806489,5.0,10.0,8.0,,8.0,,,,,,,,,,,,,,
10.1063/1.2209241,70.0,73.0,73.0,,2.0,,,,,,,,,,,,,,
10.1021/pr0603396,113.0,88.0,85.0,,45.0,,,,,,,,,,,,,,
10.1021/bi060754b,23.0,21.0,17.0,,15.0,,,,,,,,,,,,,,
10.21273/hortsci.41.4.971b,1.0,,,,,,,,,,,,,,,,,,
10.1021/bi060003+,24.0,35.0,26.0,,18.0,,,,,,,,,,,,,,
10.1089/dis.2006.9.157,16.0,14.0,12.0,,8.0,,,,,,,,,,,,,,
10.1121/1.2172545,32.0,29.0,27.0,,7.0,,,,,,,,,,,,,,
10.1063/1.2405378,57.0,18.0,15.0,,,,,,,,,,,,,,,,
10.1128/iai.00402-06,29.0,24.0,23.0,,17.0,,,,,,,,,,,,,,
10.1158/0008-5472.can-05-4583,169.0,260.0,207.0,,102.0,,1.0,,,1.0,,,,,,,,,
10.1080/10573560500242192,45.0,21.0,13.0,,,1.0,,,,,,,,,,,,,
10.21273/hortsci.41.4.1009a,6.0,,2.0,,,,,,,,,,,,,,,,
10.1177/1087054705284089,58.0,102.0,75.0,,33.0,2.0,,,,,,,,,1.0,,,,
10.2514/1.17983,6.0,5.0,3.0,,,,,,,,,,,,,,,,
10.2514/6.2006-2916,7.0,,4.0,,,,,,,,,,,,,,,,
10.1002/9780471729259.mc16k01s01,33.0,4.0,1.0,,5.0,,,,,,,,,,,,,,
10.1164/rccm.2606001,16.0,30.0,31.0,,2.0,,,,,1.0,,,,,,,,,
10.1063/1.2234304,4.0,26.0,19.0,,,,,,,,,,,,,,,,
10.1063/1.2349830,6.0,1.0,1.0,,,,,,,,,,,,,,,,
10.1115/imece2006-14507,7.0,1.0,,,,,,,,,,,,,,,,,
10.2190/4xby-3v4x-1qg9-yn5x,13.0,2.0,2.0,,,,,,,,,,,,,,,,
10.2514/6.iac-06-d1.p.1.06,,1.0,1.0,,,,,,,,,,,,,,,,
10.1063/1.2165277,51.0,64.0,55.0,,,,,,,,,,,,,,,,
10.1063/1.2168401,26.0,59.0,50.0,,,,,,,,,,,,,,,,
10.1063/1.2336085,5.0,24.0,21.0,,,,,,,,,,,,,,,,
10.1289/ehp.8957,55.0,52.0,34.0,,18.0,4.0,,,,,,,,,,,,,
10.1063/1.2387150,2.0,,,,,,,,,,,,,,,,,,
10.1063/1.2174836,12.0,45.0,34.0,,,,,,,,,,,,,,,,
10.1128/iai.00994-06,22.0,18.0,17.0,,10.0,,,,,,,,,,,,,,
10.1021/bi0525425,9.0,37.0,31.0,,19.0,,,,,,,,,,,,,,
10.2337/dc06-0564,46.0,19.0,19.0,,9.0,2.0,,,,,,,,,,,,,
10.1063/1.2208353,33.0,64.0,58.0,,4.0,,,,,,,,,,,,,,
10.1158/1535-7163.mct-05-0175,31.0,88.0,71.0,,50.0,,,,,,,,,,,,,,
10.1021/om060494u,32.0,129.0,115.0,,,,2.0,,,,,,,,,,,,
10.1128/jvi.02739-05,91.0,156.0,137.0,,112.0,,5.0,,,,,,,,,,,,
10.1021/je060380p,1.0,5.0,4.0,,,,,,,,,,,,,,,,
10.1116/1.2353846,10.0,14.0,15.0,,,,,,,,,,,,,,,,
10.1177/154193120605001735,8.0,1.0,2.0,,,,,,,,,,,,,,,,
10.1021/la060501j,36.0,36.0,31.0,,4.0,,,,,,,,,,,,,,
10.1029/2006gl026295,52.0,62.0,65.0,,,,,,,,,,,,,,,,
10.1142/s0218213006003016,31.0,9.0,5.0,,,,,,,,,,,,,,,,
10.1210/me.2005-0257,15.0,30.0,24.0,,18.0,,,,,,,,,,,,,,
10.1128/jb.188.1.255-268.2006,63.0,52.0,44.0,,34.0,,,,,,,,,,,,,,
10.1164/rccm.2606002,4.0,,2.0,,,,,,,,,,,,,,,,
10.1021/la0611920,6.0,12.0,9.0,,4.0,,,,,,,,,,,,,,
10.1063/1.2168707,8.0,18.0,17.0,,,,,,,,,,,,,,,,
10.1128/jb.188.5.1856-1865.2006,87.0,108.0,94.0,,59.0,,,,,,,,,,,,,,
10.1177/10534512060410050501,22.0,,,,,,,,,,,,,,,,,,
10.1021/pr050274r,48.0,64.0,47.0,,26.0,,,,,,,,,,,,,,
10.1021/jf061673p,15.0,12.0,9.0,,2.0,,,,,,,,,,,,,,
10.1200/jco.2006.24.18_suppl.4609,13.0,,1.0,,,,,,,,,,,,,,,,
10.1096/fasebj.20.4.a619-a,,,,,,,,,,,,,,,,,,,
10.1128/aac.50.1.262-268.2006,27.0,67.0,52.0,,16.0,2.0,,,,,,,,,,,,,
10.1145/1141753.1141806,13.0,2.0,2.0,,,,,,,,,,,,,,,,
10.1021/bi060928p,4.0,19.0,11.0,,12.0,,,,,,,,,,,,,,
10.1016/s0022-5347(06)00169-8,,,2.0,,,2.0,,,,,,,,,,,,,
10.1021/nl0519027,54.0,131.0,116.0,,6.0,,,,,1.0,,,,,,,,,
10.1534/genetics.106.061390,83.0,52.0,45.0,,39.0,,,,,,,,,,,,,,
10.1175/mwr3101.1,33.0,125.0,100.0,,,,,,,,,,,,,,,,
10.1021/ol060791v,22.0,94.0,90.0,,4.0,,,,,,,,,,,,,,
10.1063/1.2218060,1.0,7.0,6.0,,,,,,,,,,,,,,,,
10.1021/es0503581,47.0,53.0,29.0,,6.0,,,,,,,,,,,,,,
10.1021/ol052987l,20.0,24.0,24.0,,6.0,,,,,,,,,,,,,,
10.1021/ic052109j,36.0,47.0,38.0,,7.0,,,,,,,,,,,,,,
10.1080/17415990600578467,6.0,2.0,1.0,,,,,,,,,,,,,,,,
10.1021/ic0608750,52.0,94.0,85.0,,17.0,,,,,,,,,,,,,,
10.1021/ja062010r,29.0,20.0,21.0,,7.0,,,,,,,,,,,,,,
10.1175/mwr3224.1,65.0,113.0,97.0,,,,,,,,,,,,,,,,
10.1175/waf909.1,78.0,127.0,104.0,,,,,,,,,,,,,,,,
10.1145/1141753.1141756,22.0,33.0,26.0,,,,,,,,,,,,,,,,
10.1177/0361198106196700112,,,1.0,,,,,,,,,,,,,,,,
10.1177/0361198106195200105,,,3.0,,,,,,,,,,,,,,,,
10.1063/1.2360887,11.0,9.0,7.0,,,,,,,,,,,,,,,,
10.1111/j.1440-1711.2006.01466.x,13.0,9.0,7.0,,7.0,,,,,,,,,,,,,,
10.1177/0361198106194600114,,,1.0,,,,,,,,,,,,,,,,
